22-Feb-2007 17:29:53, ATHENA, [main], INFO, Root Directory: /models/tlumip
22-Feb-2007 17:29:57, ATHENA, [main], INFO, 		variable: OGHE value: 1158857.721987944
22-Feb-2007 17:29:57, ATHENA, [main], INFO, 		variable: OGLE value: 2794245.2149330163
22-Feb-2007 17:29:57, ATHENA, [main], INFO, 		variable: OGCO value: 1448579.2997579393
22-Feb-2007 17:29:57, ATHENA, [main], INFO, 		variable: ORI value: 1546780.161860113
22-Feb-2007 17:29:57, ATHENA, [main], INFO, 		variable: ONRI value: 901933.5505145929
22-Feb-2007 17:29:57, ATHENA, [main], INFO, Writing values to CSV file.
22-Feb-2007 17:29:57, ATHENA, [main], INFO, Beginning submodel 'SalesToFinalDemand' of type 'SimpleFunctions'
22-Feb-2007 17:29:57, ATHENA, [main], INFO, 	Reading data
22-Feb-2007 17:29:57, ATHENA, [main], INFO, 	Solving model
22-Feb-2007 17:29:57, ATHENA, [main], INFO, 	Writing data
22-Feb-2007 17:29:57, ATHENA, [main], INFO, 		variable: OFDACC value: 417.998733812773
22-Feb-2007 17:29:57, ATHENA, [main], INFO, 		variable: OFDAGM value: 2938.6119058676622
22-Feb-2007 17:29:57, ATHENA, [main], INFO, 		variable: OFDCOM value: 4039.1398237328594
22-Feb-2007 17:29:57, ATHENA, [main], INFO, 		variable: OFDCON value: 5928.317386449807
22-Feb-2007 17:29:57, ATHENA, [main], INFO, 		variable: OFDELE value: 1276.7217281830917
22-Feb-2007 17:29:57, ATHENA, [main], INFO, 		variable: OFDFIR value: 6055.095574417762
22-Feb-2007 17:29:57, ATHENA, [main], INFO, 		variable: OFDFOO value: 4270.430263529041
22-Feb-2007 17:29:57, ATHENA, [main], INFO, 		variable: OFDGOV value: 5289.502708135341
22-Feb-2007 17:29:57, ATHENA, [main], INFO, 		variable: OFDHEA value: 5720.984416899403
22-Feb-2007 17:29:57, ATHENA, [main], INFO, 		variable: OFDHIED value: 1304.5819878350183
22-Feb-2007 17:29:57, ATHENA, [main], INFO, 		variable: OFDHOME value: 70.8713370535046
22-Feb-2007 17:29:57, ATHENA, [main], INFO, 		variable: OFDLOED value: 2193.3664135344416
22-Feb-2007 17:29:57, ATHENA, [main], INFO, 		variable: OFDLUM value: 2545.08
22-Feb-2007 17:29:57, ATHENA, [main], INFO, 		variable: OFDOD value: 9521.311605094586
22-Feb-2007 17:29:57, ATHENA, [main], INFO, 		variable: OFDOND value: 2279.352452745257
22-Feb-2007 17:29:57, ATHENA, [main], INFO, 		variable: OFDPERS value: 4726.395391416173
22-Feb-2007 17:29:57, ATHENA, [main], INFO, 		variable: OFDPULP value: 2014.39365125008
22-Feb-2007 17:29:57, ATHENA, [main], INFO, 		variable: OFDRET value: 8651.909455369241
22-Feb-2007 17:29:57, ATHENA, [main], INFO, 		variable: OFDWHO value: 3582.9098733662267
22-Feb-2007 17:29:57, ATHENA, [main], INFO, 		variable: OFDTRA value: 2315.478996113702
22-Feb-2007 17:29:57, ATHENA, [main], INFO, Writing values to CSV file.
22-Feb-2007 17:29:57, ATHENA, [main], INFO, Beginning submodel 'Output_Linear' of type 'Linear'
22-Feb-2007 17:29:57, ATHENA, [main], INFO, 	Reading data
22-Feb-2007 17:29:57, ATHENA, [main], INFO, 	Solving model
22-Feb-2007 17:29:57, ATHENA, [main], INFO, 	Writing data
22-Feb-2007 17:29:57, ATHENA, [main], INFO, 		variable: OACC value: 832.9977720337803
22-Feb-2007 17:29:57, ATHENA, [main], INFO, 		variable: OAGM value: 4511.551066662761
22-Feb-2007 17:29:57, ATHENA, [main], INFO, 		variable: OCOM value: 6946.739201038121
22-Feb-2007 17:29:57, ATHENA, [main], INFO, 		variable: OCON value: 8693.981884593528
22-Feb-2007 17:29:57, ATHENA, [main], INFO, 		variable: OELE value: 1934.1961479777115
22-Feb-2007 17:29:57, ATHENA, [main], INFO, 		variable: OFIR value: 14194.041488737543
22-Feb-2007 17:29:57, ATHENA, [main], INFO, 		variable: OFOO value: 5733.380688455266
22-Feb-2007 17:29:57, ATHENA, [main], INFO, 		variable: OGOV value: 6702.156121823334
22-Feb-2007 17:29:57, ATHENA, [main], INFO, 		variable: OHEA value: 6762.0068250935765
22-Feb-2007 17:29:57, ATHENA, [main], INFO, 		variable: OHIED value: 1538.0060949654232
22-Feb-2007 17:29:57, ATHENA, [main], INFO, 		variable: OHOME value: 83.66731
22-Feb-2007 17:29:57, ATHENA, [main], INFO, 		variable: OLOED value: 2194.3162
22-Feb-2007 17:29:57, ATHENA, [main], INFO, 		variable: OLUM value: 11473.997601916633
22-Feb-2007 17:29:57, ATHENA, [main], INFO, 		variable: OOD value: 12842.068167443247
22-Feb-2007 17:29:57, ATHENA, [main], INFO, 		variable: OOND value: 4169.000312530219
22-Feb-2007 17:29:57, ATHENA, [main], INFO, 		variable: OPERS value: 6871.030454881582
22-Feb-2007 17:29:57, ATHENA, [main], INFO, 		variable: OPULP value: 2487.5550097855585
22-Feb-2007 17:29:57, ATHENA, [main], INFO, 		variable: ORET value: 10431.415614549795
22-Feb-2007 17:29:57, ATHENA, [main], INFO, 		variable: OWHO value: 8657.474833454933
22-Feb-2007 17:29:57, ATHENA, [main], INFO, 		variable: OTRA value: 5324.364622756996
22-Feb-2007 17:29:58, ATHENA, [main], INFO, Writing values to CSV file.
22-Feb-2007 17:29:58, ATHENA, [main], INFO, Beginning submodel 'Employment' of type 'SimpleFunctions'
22-Feb-2007 17:29:58, ATHENA, [main], INFO, 	Reading data
22-Feb-2007 17:29:58, ATHENA, [main], INFO, 	Solving model
22-Feb-2007 17:29:58, ATHENA, [main], INFO, 	Writing data
22-Feb-2007 17:29:58, ATHENA, [main], INFO, 		variable: OEMPACC value: 20402.288422004083
22-Feb-2007 17:29:58, ATHENA, [main], INFO, 		variable: OEMPAGM value: 94369.82466532958
22-Feb-2007 17:29:58, ATHENA, [main], INFO, 		variable: OEMPCOM value: 23732.56841020004
22-Feb-2007 17:29:58, ATHENA, [main], INFO, 		variable: OEMPCON value: 78667.10224670474
22-Feb-2007 17:29:58, ATHENA, [main], INFO, 		variable: OEMPELE value: 29375.18840526998
22-Feb-2007 17:29:58, ATHENA, [main], INFO, 		variable: OEMPFIRP value: 174047.2897529659
22-Feb-2007 17:29:58, ATHENA, [main], INFO, 		variable: OEMPFOO value: 25260.174135029494
22-Feb-2007 17:29:58, ATHENA, [main], INFO, 		variable: OEMPGOV value: 120120.54780253048
22-Feb-2007 17:29:58, ATHENA, [main], INFO, 		variable: OEMPHEA value: 101671.97156286547
22-Feb-2007 17:29:58, ATHENA, [main], INFO, 		variable: OEMPHIED value: 45710.163927870046
22-Feb-2007 17:29:58, ATHENA, [main], INFO, 		variable: OEMPHOME value: 14049.355309989767
22-Feb-2007 17:29:58, ATHENA, [main], INFO, 		variable: OEMPLOED value: 90960.76538460498
22-Feb-2007 17:29:58, ATHENA, [main], INFO, 		variable: OEMPLUM value: 62306.40523952668
22-Feb-2007 17:29:58, ATHENA, [main], INFO, 		variable: OEMPDG value: 67007.81311713792
22-Feb-2007 17:29:58, ATHENA, [main], INFO, 		variable: OEMPOND value: 30917.202932418437
22-Feb-2007 17:29:58, ATHENA, [main], INFO, 		variable: OEMPPAP value: 8956.581876490318
22-Feb-2007 17:29:58, ATHENA, [main], INFO, 		variable: OEMPPERS value: 231070.26338164715
22-Feb-2007 17:29:58, ATHENA, [main], INFO, 		variable: OEMPRET value: 286039.1055276907
22-Feb-2007 17:29:58, ATHENA, [main], INFO, 		variable: OEMPTRAN value: 53636.80046581726
22-Feb-2007 17:29:58, ATHENA, [main], INFO, 		variable: OEMPWHO value: 84616.11847194906
22-Feb-2007 17:29:58, ATHENA, [main], INFO, 		variable: ON value: 1642917.5310380422
22-Feb-2007 17:29:58, ATHENA, [main], INFO, Writing values to CSV file.
22-Feb-2007 17:29:58, ATHENA, [main], INFO, Beginning submodel 'Labor Income' of type 'SimpleFunctions'
22-Feb-2007 17:29:58, ATHENA, [main], INFO, 	Reading data
22-Feb-2007 17:29:58, ATHENA, [main], INFO, 	Solving model
22-Feb-2007 17:29:58, ATHENA, [main], INFO, 	Writing data
22-Feb-2007 17:29:58, ATHENA, [main], INFO, 		variable: OLIACC value: 267959.23363012675
22-Feb-2007 17:29:58, ATHENA, [main], INFO, 		variable: OLIAGR value: 446957.66983713664
22-Feb-2007 17:29:58, ATHENA, [main], INFO, 		variable: OLICOM value: 1077831.77602174
22-Feb-2007 17:29:58, ATHENA, [main], INFO, 		variable: OLICON value: 2455846.1472300617
22-Feb-2007 17:29:58, ATHENA, [main], INFO, 		variable: OLIELE value: 1278962.0092984692
22-Feb-2007 17:29:58, ATHENA, [main], INFO, 		variable: OLIFIR value: 4486402.933294785
22-Feb-2007 17:29:58, ATHENA, [main], INFO, 		variable: OLIFOO value: 763591.801978106
22-Feb-2007 17:29:58, ATHENA, [main], INFO, 		variable: OLIGOV value: 4635480.495944675
22-Feb-2007 17:29:58, ATHENA, [main], INFO, 		variable: OLIHEA value: 3294432.406631308
22-Feb-2007 17:29:58, ATHENA, [main], INFO, 		variable: OLIHIED value: 960770.5907118061
22-Feb-2007 17:29:58, ATHENA, [main], INFO, 		variable: OLIHOM value: 80160.66821553269
22-Feb-2007 17:29:58, ATHENA, [main], INFO, 		variable: OLILOED value: 2049070.1900562306
22-Feb-2007 17:29:58, ATHENA, [main], INFO, 		variable: OLILUM value: 2156807.4900219347
22-Feb-2007 17:29:58, ATHENA, [main], INFO, 		variable: OLIOD value: 2546994.576908722
22-Feb-2007 17:29:58, ATHENA, [main], INFO, 		variable: OLIOND value: 913495.6622884875
22-Feb-2007 17:29:58, ATHENA, [main], INFO, 		variable: OLIPER value: 2317728.278137032
22-Feb-2007 17:29:58, ATHENA, [main], INFO, 		variable: OLIPULP value: 466707.1485684261
22-Feb-2007 17:29:58, ATHENA, [main], INFO, 		variable: OLIRET value: 4503638.073722442
22-Feb-2007 17:29:58, ATHENA, [main], INFO, 		variable: OLITRA value: 1729422.236411024
22-Feb-2007 17:29:58, ATHENA, [main], INFO, 		variable: OLIWHO value: 2871227.2745184493
22-Feb-2007 17:29:58, ATHENA, [main], INFO, 		variable: OLI value: 3.9303486663426496E7
22-Feb-2007 17:29:58, ATHENA, [main], INFO, Writing values to CSV file.
22-Feb-2007 17:29:58, ATHENA, [main], INFO, Beginning submodel 'Other Stuff' of type 'SimpleFunctions'
22-Feb-2007 17:29:58, ATHENA, [main], INFO, 	Reading data
22-Feb-2007 17:29:58, ATHENA, [main], INFO, 	Solving model
22-Feb-2007 17:29:58, ATHENA, [main], INFO, 	Writing data
22-Feb-2007 17:29:58, ATHENA, [main], INFO, 		variable: OUNRT value: 6.981186400935643
22-Feb-2007 17:29:58, ATHENA, [main], INFO, 		variable: ONLI value: 2.0232722117944114E7
22-Feb-2007 17:29:58, ATHENA, [main], INFO, 		variable: OLFPR value: 0.6132089935132897
22-Feb-2007 17:29:58, ATHENA, [main], INFO, 		variable: ORSV value: 8.7697854E7
22-Feb-2007 17:29:58, ATHENA, [main], INFO, 		variable: ONRSV value: 1.22336048E8
22-Feb-2007 17:29:58, ATHENA, [main], INFO, 		variable: OYP value: 5.327936815794411E7
22-Feb-2007 17:29:58, ATHENA, [main], INFO, 		variable: OPOP value: 2887068.333862634
22-Feb-2007 17:29:58, ATHENA, [main], INFO, Writing values to CSV file.
22-Feb-2007 17:29:58, ATHENA, [main], INFO, Splitting data for application specific outputs
22-Feb-2007 17:29:58, ATHENA, [main], INFO, Input File: /models/tlumip/scenario_crf_Run1YearAttempt/t0/ed/EDtoPIMini.csv
22-Feb-2007 17:29:58, ATHENA, [main], INFO, Output File: /models/tlumip/scenario_crf_Run1YearAttempt/t1/ed/ActivityDollarDataForPI.csv
22-Feb-2007 17:29:59, ATHENA, [main], INFO, Default location:  Z:\models\tlumip\scenario_crf_Run1YearAttempt\t0\ed\model_data.csv  default year:  1991
22-Feb-2007 17:29:59, ATHENA, [main], INFO, Starting ED model in year 1991
22-Feb-2007 17:29:59, ATHENA, [main], INFO, Beginning submodel 'Capitalists' of type 'SimpleFunctions'
22-Feb-2007 17:29:59, ATHENA, [main], INFO, 	Reading data
22-Feb-2007 17:29:59, ATHENA, [main], INFO, 	Solving model
22-Feb-2007 17:29:59, ATHENA, [main], INFO, 	Writing data
22-Feb-2007 17:29:59, ATHENA, [main], INFO, 		variable: Capitalists value: 8.103724692809734E8
22-Feb-2007 17:29:59, ATHENA, [main], INFO, Writing values to CSV file.
22-Feb-2007 17:30:00, ATHENA, [main], INFO, Default location:  Z:\models\tlumip\scenario_crf_Run1YearAttempt\t0\ed\model_data.csv  default year:  1991
22-Feb-2007 17:30:00, ATHENA, [main], INFO, Starting ED model in year 1991
22-Feb-2007 17:30:00, ATHENA, [main], INFO, Beginning submodel 'GovernmentInstitutions' of type 'SimpleFunctions'
22-Feb-2007 17:30:00, ATHENA, [main], INFO, 	Reading data
22-Feb-2007 17:30:00, ATHENA, [main], INFO, 	Solving model
22-Feb-2007 17:30:00, ATHENA, [main], INFO, 	Writing data
22-Feb-2007 17:30:00, ATHENA, [main], INFO, 		variable: GovInst value: 1.6747176099980178E9
22-Feb-2007 17:30:00, ATHENA, [main], INFO, Writing values to CSV file.
22-Feb-2007 17:30:00, ATHENA, [main], INFO, Input File: /models/tlumip/scenario_crf_Run1YearAttempt/t0/ed/ConstructionSplitter.csv
22-Feb-2007 17:30:00, ATHENA, [main], INFO, Output File: /models/tlumip/scenario_crf_Run1YearAttempt/t1/ed/ConstructionDollarDataForALD.csv
22-Feb-2007 17:30:01, ATHENA, [main], INFO, Default location:  Z:\models\tlumip\scenario_crf_Run1YearAttempt\t0\ed\model_data.csv  default year:  1991
22-Feb-2007 17:30:01, ATHENA, [main], INFO, Starting ED model in year 1991
22-Feb-2007 17:30:01, ATHENA, [main], INFO, Beginning submodel 'ResidentialConstruction' of type 'SimpleFunctions'
22-Feb-2007 17:30:01, ATHENA, [main], INFO, 	Reading data
22-Feb-2007 17:30:01, ATHENA, [main], INFO, 	Solving model
22-Feb-2007 17:30:01, ATHENA, [main], INFO, 	Writing data
22-Feb-2007 17:30:01, ATHENA, [main], INFO, 		variable: Residential Construction value: 2.358368829787596E9
22-Feb-2007 17:30:01, ATHENA, [main], INFO, Writing values to CSV file.
22-Feb-2007 17:30:01, ATHENA, [main], INFO, Default location:  Z:\models\tlumip\scenario_crf_Run1YearAttempt\t0\ed\model_data.csv  default year:  1991
22-Feb-2007 17:30:01, ATHENA, [main], INFO, Starting ED model in year 1991
22-Feb-2007 17:30:01, ATHENA, [main], INFO, Beginning submodel 'NonResidentialConstruction' of type 'SimpleFunctions'
22-Feb-2007 17:30:01, ATHENA, [main], INFO, 	Reading data
22-Feb-2007 17:30:01, ATHENA, [main], INFO, 	Solving model
22-Feb-2007 17:30:01, ATHENA, [main], INFO, 	Writing data
22-Feb-2007 17:30:01, ATHENA, [main], INFO, 		variable: Non-residential Construction value: 1.166489458078061E9
22-Feb-2007 17:30:01, ATHENA, [main], INFO, Writing values to CSV file.
22-Feb-2007 17:30:01, ATHENA, [main], INFO, Input File: /models/tlumip/scenario_crf_Run1YearAttempt/t0/ed/EDtoPISectors.csv
22-Feb-2007 17:30:01, ATHENA, [main], INFO, Output File: /models/tlumip/scenario_crf_Run1YearAttempt/t1/ed/ActivityDollarDataForPI.csv
22-Feb-2007 17:30:02, ATHENA, [main], INFO, Input File: /models/tlumip/scenario_crf_Run1YearAttempt/t0/ed/EDtoSPGSectors.csv
22-Feb-2007 17:30:02, ATHENA, [main], INFO, Output File: /models/tlumip/scenario_crf_Run1YearAttempt/t1/ed/JobDataForSPG1.csv
22-Feb-2007 17:30:03, ATHENA, [main], INFO, Root Directory: /models/tlumip
22-Feb-2007 17:30:03, ATHENA, [main], INFO, Scenario Name: crf_Run1YearAttempt
22-Feb-2007 17:30:03, ATHENA, [main], INFO, App Name: ald
22-Feb-2007 17:30:03, ATHENA, [main], INFO, Base Year: 1990
22-Feb-2007 17:30:03, ATHENA, [main], INFO, Time Interval: 1
22-Feb-2007 17:30:03, ATHENA, [main], INFO, Looking for the run log in /models/tlumip/scenario_crf_Run1YearAttempt/t1/
22-Feb-2007 17:30:03, ATHENA, [main], INFO, Reading in Run Log from year 1 and updating the RunLog HashMap: 
22-Feb-2007 17:30:03, ATHENA, [main], INFO, Full Path to Template File: Z:\models\tlumip\scenario_crf_Run1YearAttempt\t0\ao\aoTemplate.properties
22-Feb-2007 17:30:03, ATHENA, [main], INFO, Creating Z:\models\tlumip\scenario_crf_Run1YearAttempt\t1\ao\ao.properties
22-Feb-2007 17:30:03, ATHENA, [main], INFO, Full Path to Template File: Z:\models\tlumip\scenario_crf_Run1YearAttempt\t0\globalTemplate.properties
22-Feb-2007 17:30:03, ATHENA, [main], INFO, Creating Z:\models\tlumip\scenario_crf_Run1YearAttempt\t1\global.properties
22-Feb-2007 17:30:03, ATHENA, [main], INFO, Full Path to Template File: Z:\models\tlumip\scenario_crf_Run1YearAttempt\t0\ald\aldTemplate.properties
22-Feb-2007 17:30:03, ATHENA, [main], INFO, Creating Z:\models\tlumip\scenario_crf_Run1YearAttempt\t1\ald\ald.properties
22-Feb-2007 17:30:03, ATHENA, [main], INFO, AO will now start ALD for simulation year 1991
22-Feb-2007 17:30:03, ATHENA, [main], INFO, Executing R CMD BATCH -/models/tlumip/scenario_crf_Run1YearAttempt/t0/ald/ -/models/tlumip/scenario_crf_Run1YearAttempt/ -1 /models/tlumip/scenario_crf_Run1YearAttempt/t0/ald/ALD_120.R /models/tlumip/scenario_crf_Run1YearAttempt/t1/ald/ald.Rout
22-Feb-2007 17:35:04, ATHENA, [main], INFO, Root Directory: /models/tlumip
22-Feb-2007 17:35:04, ATHENA, [main], INFO, Scenario Name: crf_Run1YearAttempt
22-Feb-2007 17:35:04, ATHENA, [main], INFO, App Name: spg1
22-Feb-2007 17:35:04, ATHENA, [main], INFO, Base Year: 1990
22-Feb-2007 17:35:04, ATHENA, [main], INFO, Time Interval: 1
22-Feb-2007 17:35:04, ATHENA, [main], INFO, Looking for the run log in /models/tlumip/scenario_crf_Run1YearAttempt/t1/
22-Feb-2007 17:35:04, ATHENA, [main], INFO, Reading in Run Log from year 1 and updating the RunLog HashMap: 
22-Feb-2007 17:35:04, ATHENA, [main], INFO, Full Path to Template File: Z:\models\tlumip\scenario_crf_Run1YearAttempt\t0\ao\aoTemplate.properties
22-Feb-2007 17:35:04, ATHENA, [main], INFO, Creating Z:\models\tlumip\scenario_crf_Run1YearAttempt\t1\ao\ao.properties
22-Feb-2007 17:35:04, ATHENA, [main], INFO, Full Path to Template File: Z:\models\tlumip\scenario_crf_Run1YearAttempt\t0\globalTemplate.properties
22-Feb-2007 17:35:04, ATHENA, [main], INFO, Creating Z:\models\tlumip\scenario_crf_Run1YearAttempt\t1\global.properties
22-Feb-2007 17:35:04, ATHENA, [main], INFO, Full Path to Template File: Z:\models\tlumip\scenario_crf_Run1YearAttempt\t0\spg\spgTemplate.properties
22-Feb-2007 17:35:04, ATHENA, [main], INFO, Creating Z:\models\tlumip\scenario_crf_Run1YearAttempt\t1\spg\spg.properties
22-Feb-2007 17:35:04, ATHENA, [main], INFO, AO will now start SPG1 for simulation year 1991
22-Feb-2007 17:35:05, ATHENA, [main], INFO, Update Freq: = 100
22-Feb-2007 17:35:05, ATHENA, [main], INFO, Num alpha zones: 2948
22-Feb-2007 17:35:05, ATHENA, [main], INFO, Max alpha zone: 4141
22-Feb-2007 17:35:05, ATHENA, [main], INFO, 118 PUMS HH variables read.
22-Feb-2007 17:35:05, ATHENA, [main], INFO, 127 PUMS Person variables read.
22-Feb-2007 17:35:05, ATHENA, [main], INFO, reading OR PUMS data file ...
22-Feb-2007 17:35:11, ATHENA, [main], INFO, 56908 total household records read from OR PUMS data file.
22-Feb-2007 17:35:11, ATHENA, [main], INFO, reading WA PUMS data file ...
22-Feb-2007 17:35:14, ATHENA, [main], INFO, 19736 total household records read from WA PUMS data file.
22-Feb-2007 17:35:14, ATHENA, [main], INFO, reading NV PUMS data file ...
22-Feb-2007 17:35:15, ATHENA, [main], INFO, 8153 total household records read from NV PUMS data file.
22-Feb-2007 17:35:15, ATHENA, [main], INFO, reading CA PUMS data file ...
22-Feb-2007 17:35:24, ATHENA, [main], INFO, 11233 total household records read from CA PUMS data file.
22-Feb-2007 17:35:24, ATHENA, [main], INFO, reading ID PUMS data file ...
22-Feb-2007 17:35:25, ATHENA, [main], INFO, 11179 total household records read from ID PUMS data file.
22-Feb-2007 17:35:25, ATHENA, [main], INFO, Start of SPG1

22-Feb-2007 17:35:25, ATHENA, [main], INFO, Jobs to Worker factors File Path/models/tlumip/scenario_crf_Run1YearAttempt/t0/spg/JobsToWorkersFactor.csv
22-Feb-2007 17:35:25, ATHENA, [main], INFO, Done reading employment data.
22-Feb-2007 17:35:25, ATHENA, [main], INFO, Total employment over all industries from target file = 2582191.294921875
22-Feb-2007 17:35:25, ATHENA, [main], INFO, Total employment after applying workersPerJob factors = 2110139.0
22-Feb-2007 17:35:25, ATHENA, [main], INFO, Overall employment reduced by 0.1828107374733277
22-Feb-2007 17:35:25, ATHENA, [main], INFO, Worker Marginal File Path = /models/tlumip/scenario_crf_Run1YearAttempt/t0/spg/workersPerHouseholdMarginal.csv
22-Feb-2007 17:35:25, ATHENA, [main], INFO, total workers in final hh workers targets =  2110139   
22-Feb-2007 17:35:27, ATHENA, [main], INFO, Balancing Factor Difference for iteration 0 =          0.74861871
22-Feb-2007 17:35:28, ATHENA, [main], INFO, Balancing Factor Difference for iteration 1 =          0.00337135
22-Feb-2007 17:35:30, ATHENA, [main], INFO, Balancing Factor Difference for iteration 2 =          0.00211962
22-Feb-2007 17:35:32, ATHENA, [main], INFO, Balancing Factor Difference for iteration 3 =          0.00148341
22-Feb-2007 17:35:33, ATHENA, [main], INFO, Balancing Factor Difference for iteration 4 =          0.00127404
22-Feb-2007 17:35:35, ATHENA, [main], INFO, Balancing Factor Difference for iteration 5 =          0.00125533
22-Feb-2007 17:35:36, ATHENA, [main], INFO, Balancing Factor Difference for iteration 6 =          0.00125607
22-Feb-2007 17:35:38, ATHENA, [main], INFO, Balancing Factor Difference for iteration 7 =          0.00125670
22-Feb-2007 17:35:40, ATHENA, [main], INFO, Balancing Factor Difference for iteration 8 =          0.00125707
22-Feb-2007 17:35:41, ATHENA, [main], INFO, Balancing Factor Difference for iteration 9 =          0.00125741
22-Feb-2007 17:35:43, ATHENA, [main], INFO, Balancing Factor Difference for iteration 10 =          0.00125775
22-Feb-2007 17:35:45, ATHENA, [main], INFO, Balancing Factor Difference for iteration 11 =          0.00125808
22-Feb-2007 17:35:46, ATHENA, [main], INFO, Balancing Factor Difference for iteration 12 =          0.00125842
22-Feb-2007 17:35:48, ATHENA, [main], INFO, Balancing Factor Difference for iteration 13 =          0.00125876
22-Feb-2007 17:35:49, ATHENA, [main], INFO, Balancing Factor Difference for iteration 14 =          0.00125910
22-Feb-2007 17:35:51, ATHENA, [main], INFO, Balancing Factor Difference for iteration 15 =          0.00125943
22-Feb-2007 17:35:53, ATHENA, [main], INFO, Balancing Factor Difference for iteration 16 =          0.00125977
22-Feb-2007 17:35:54, ATHENA, [main], INFO, Balancing Factor Difference for iteration 17 =          0.00126011
22-Feb-2007 17:35:56, ATHENA, [main], INFO, Balancing Factor Difference for iteration 18 =          0.00126045
22-Feb-2007 17:35:58, ATHENA, [main], INFO, Balancing Factor Difference for iteration 19 =          0.00126078
22-Feb-2007 17:35:58, ATHENA, [main], INFO, Employment Categories                                 Index             Targets             Workers
22-Feb-2007 17:35:58, ATHENA, [main], INFO, NO INDUSTRY                                               0                   0                 0.0
22-Feb-2007 17:35:58, ATHENA, [main], INFO, ACCOMMODATIONS                                            1               24518             24512.3
22-Feb-2007 17:35:58, ATHENA, [main], INFO, AGRICULTURE AND MINING                                    2              156488            156445.7
22-Feb-2007 17:35:58, ATHENA, [main], INFO, COMMUNICATIONS AND UTILITIES                              3               39296             39287.3
22-Feb-2007 17:35:58, ATHENA, [main], INFO, CONSTRUCTION                                              4              125814            125785.1
22-Feb-2007 17:35:58, ATHENA, [main], INFO, ELECTRONICS AND INSTRUMENTS-Light Industry                5               44771             44760.5
22-Feb-2007 17:35:58, ATHENA, [main], INFO, FIRE BUSINESS AND PROFESSIONAL SERVICES                   6              175722            175675.9
22-Feb-2007 17:35:58, ATHENA, [main], INFO, FOOD PRODUCTS-Heavy Industry                              7               29449             29440.9
22-Feb-2007 17:35:58, ATHENA, [main], INFO, FOOD PRODUCTS-Light Industry                              8               14524             14520.2
22-Feb-2007 17:35:58, ATHENA, [main], INFO, FORESTRY AND LOGGING                                      9               16406             16401.8
22-Feb-2007 17:35:58, ATHENA, [main], INFO, GOVERNMENT ADMINISTRATION                                10              126275            126241.8
22-Feb-2007 17:35:58, ATHENA, [main], INFO, HEALTH SERVICES-Hospital                                 11               46753             46740.2
22-Feb-2007 17:35:58, ATHENA, [main], INFO, HEALTH SERVICES-Institutional                            12               20298             20292.6
22-Feb-2007 17:35:58, ATHENA, [main], INFO, HEALTH SERVICES-Office                                   13               62079             62061.4
22-Feb-2007 17:35:58, ATHENA, [main], INFO, HIGHER EDUCATION                                         14               51408             51392.8
