Industry,IndustryIndex,Occupation,OccupationIndex,SplitIndustry,SplitIndustryIndex,Portion
RES_offc_off,3,D1-Production Specialists,10,RES_offc_off,3,1.0
RES_offc_off,3,D2-MaintConstRepair Specialists,11,RES_offc_off,3,1.0
RES_offc_off,3,D3-ProtectTrans Specialists,12,RES_offc_off,3,1.0
RES_offc_off,3,D4-Blue Collar Unskilled,13,RES_offc_off,3,1.0
ENGY_elec_hi,4,No_Occupation,0,ENGY_elec_hi,4,1.0
ENGY_elec_hi,4,A1-Mgmt Bus,1,ENGY_elec_hi,4,1.0
ENGY_elec_hi,4,B1-Prof Specialty,2,ENGY_elec_hi,4,1.0
ENGY_elec_hi,4,B2-Education,3,ENGY_elec_hi,4,1.0
ENGY_elec_hi,4,B3-Health,4,ENGY_elec_hi,4,1.0
ENGY_elec_hi,4,B4-Technical Unskilled,5,ENGY_elec_hi,4,1.0
ENGY_elec_hi,4,C1-Sales Clerical Professionals,6,ENGY_elec_hi,4,1.0
ENGY_elec_hi,4,C2-Sales Service,7,ENGY_elec_hi,4,1.0
ENGY_elec_hi,4,C3-Clerical,8,ENGY_elec_hi,4,1.0
ENGY_elec_hi,4,C4-Sales Clerical Unskilled,9,ENGY_elec_hi,4,1.0
ENGY_elec_hi,4,D1-Production Specialists,10,ENGY_elec_hi,4,1.0
ENGY_elec_hi,4,D2-MaintConstRepair Specialists,11,ENGY_elec_hi,4,1.0
ENGY_elec_hi,4,D3-ProtectTrans Specialists,12,ENGY_elec_hi,4,1.0
ENGY_elec_hi,4,D4-Blue Collar Unskilled,13,ENGY_elec_hi,4,1.0
ENGY_ngas_hi,5,No_Occupation,0,ENGY_ngas_hi,5,1.0
ENGY_ngas_hi,5,A1-Mgmt Bus,1,ENGY_ngas_hi,5,1.0
ENGY_ngas_hi,5,B1-Prof Specialty,2,ENGY_ngas_hi,5,1.0
ENGY_ngas_hi,5,B2-Education,3,ENGY_ngas_hi,5,1.0
ENGY_ngas_hi,5,B3-Health,4,ENGY_ngas_hi,5,1.0
ENGY_ngas_hi,5,B4-Technical Unskilled,5,ENGY_ngas_hi,5,1.0
ENGY_ngas_hi,5,C1-Sales Clerical Professionals,6,ENGY_ngas_hi,5,1.0
ENGY_ngas_hi,5,C2-Sales Service,7,ENGY_ngas_hi,5,1.0
ENGY_ngas_hi,5,C3-Clerical,8,ENGY_ngas_hi,5,1.0
ENGY_ngas_hi,5,C4-Sales Clerical Unskilled,9,ENGY_ngas_hi,5,1.0
ENGY_ngas_hi,5,D1-Production Specialists,10,ENGY_ngas_hi,5,1.0
ENGY_ngas_hi,5,D2-MaintConstRepair Specialists,11,ENGY_ngas_hi,5,1.0
ENGY_ngas_hi,5,D3-ProtectTrans Specialists,12,ENGY_ngas_hi,5,1.0
ENGY_ngas_hi,5,D4-Blue Collar Unskilled,13,ENGY_ngas_hi,5,1.0
ENGY_ptrl_hi,6,No_Occupation,0,ENGY_ptrl_hi,6,1.0
ENGY_ptrl_hi,6,A1-Mgmt Bus,1,ENGY_ptrl_hi,6,1.0
ENGY_ptrl_hi,6,B1-Prof Specialty,2,ENGY_ptrl_hi,6,1.0
ENGY_ptrl_hi,6,B2-Education,3,ENGY_ptrl_hi,6,1.0
ENGY_ptrl_hi,6,B3-Health,4,ENGY_ptrl_hi,6,1.0
ENGY_ptrl_hi,6,B4-Technical Unskilled,5,ENGY_ptrl_hi,6,1.0
ENGY_ptrl_hi,6,C1-Sales Clerical Professionals,6,ENGY_ptrl_hi,6,1.0
ENGY_ptrl_hi,6,C2-Sales Service,7,ENGY_ptrl_hi,6,1.0
ENGY_ptrl_hi,6,C3-Clerical,8,ENGY_ptrl_hi,6,1.0
ENGY_ptrl_hi,6,C4-Sales Clerical Unskilled,9,ENGY_ptrl_hi,6,1.0
ENGY_ptrl_hi,6,D1-Production Specialists,10,ENGY_ptrl_hi,6,1.0
ENGY_ptrl_hi,6,D2-MaintConstRepair Specialists,11,ENGY_ptrl_hi,6,1.0
ENGY_ptrl_hi,6,D3-ProtectTrans Specialists,12,ENGY_ptrl_hi,6,1.0
ENGY_ptrl_hi,6,D4-Blue Collar Unskilled,13,ENGY_ptrl_hi,6,1.0
ENGY_offc_off,7,No_Occupation,0,ENGY_offc_off,7,1.0
ENGY_offc_off,7,A1-Mgmt Bus,1,ENGY_offc_off,7,1.0
ENGY_offc_off,7,B1-Prof Specialty,2,ENGY_offc_off,7,1.0
ENGY_offc_off,7,B2-Education,3,ENGY_offc_off,7,1.0
ENGY_offc_off,7,B3-Health,4,ENGY_offc_off,7,1.0
ENGY_offc_off,7,B4-Technical Unskilled,5,ENGY_offc_off,7,1.0
ENGY_offc_off,7,C1-Sales Clerical Professionals,6,ENGY_offc_off,7,1.0
ENGY_offc_off,7,C2-Sales Service,7,ENGY_offc_off,7,1.0
ENGY_offc_off,7,C3-Clerical,8,ENGY_offc_off,7,1.0
ENGY_offc_off,7,C4-Sales Clerical Unskilled,9,ENGY_offc_off,7,1.0
ENGY_offc_off,7,D1-Production Specialists,10,ENGY_offc_off,7,1.0
ENGY_offc_off,7,D2-MaintConstRepair Specialists,11,ENGY_offc_off,7,1.0
ENGY_offc_off,7,D3-ProtectTrans Specialists,12,ENGY_offc_off,7,1.0
ENGY_offc_off,7,D4-Blue Collar Unskilled,13,ENGY_offc_off,7,1.0
CNST_main_xxx,8,No_Occupation,0,CNST_main_xxx,8,1.0
CNST_main_xxx,8,A1-Mgmt Bus,1,CNST_main_xxx,8,1.0
CNST_main_xxx,8,B1-Prof Specialty,2,CNST_main_xxx,8,1.0
CNST_main_xxx,8,B2-Education,3,CNST_main_xxx,8,1.0
CNST_main_xxx,8,B3-Health,4,CNST_main_xxx,8,1.0
CNST_main_xxx,8,B4-Technical Unskilled,5,CNST_main_xxx,8,1.0
CNST_main_xxx,8,C1-Sales Clerical Professionals,6,CNST_main_xxx,8,1.0
CNST_main_xxx,8,C2-Sales Service,7,CNST_main_xxx,8,1.0
CNST_main_xxx,8,C3-Clerical,8,CNST_main_xxx,8,1.0
CNST_main_xxx,8,C4-Sales Clerical Unskilled,9,CNST_main_xxx,8,1.0
CNST_main_xxx,8,D1-Production Specialists,10,CNST_main_xxx,8,1.0
CNST_main_xxx,8,D2-MaintConstRepair Specialists,11,CNST_main_xxx,8,1.0
CNST_main_xxx,8,D3-ProtectTrans Specialists,12,CNST_main_xxx,8,1.0
CNST_main_xxx,8,D4-Blue Collar Unskilled,13,CNST_main_xxx,8,1.0
CNST_nres_xxx,9,No_Occupation,0,CNST_nres_xxx,9,1.0
CNST_nres_xxx,9,A1-Mgmt Bus,1,CNST_nres_xxx,9,1.0
CNST_nres_xxx,9,B1-Prof Specialty,2,CNST_nres_xxx,9,1.0
CNST_nres_xxx,9,B2-Education,3,CNST_nres_xxx,9,1.0
CNST_nres_xxx,9,B3-Health,4,CNST_nres_xxx,9,1.0
CNST_nres_xxx,9,B4-Technical Unskilled,5,CNST_nres_xxx,9,1.0
CNST_nres_xxx,9,C1-Sales Clerical Professionals,6,CNST_nres_xxx,9,1.0
CNST_nres_xxx,9,C2-Sales Service,7,CNST_nres_xxx,9,1.0
CNST_nres_xxx,9,C3-Clerical,8,CNST_nres_xxx,9,1.0
CNST_nres_xxx,9,C4-Sales Clerical Unskilled,9,CNST_nres_xxx,9,1.0
CNST_nres_xxx,9,D1-Production Specialists,10,CNST_nres_xxx,9,1.0
CNST_nres_xxx,9,D2-MaintConstRepair Specialists,11,CNST_nres_xxx,9,1.0
CNST_nres_xxx,9,D3-ProtectTrans Specialists,12,CNST_nres_xxx,9,1.0
CNST_nres_xxx,9,D4-Blue Collar Unskilled,13,CNST_nres_xxx,9,1.0
CNST_othr_xxx,10,No_Occupation,0,CNST_othr_xxx,10,1.0
CNST_othr_xxx,10,A1-Mgmt Bus,1,CNST_othr_xxx,10,1.0
CNST_othr_xxx,10,B1-Prof Specialty,2,CNST_othr_xxx,10,1.0
CNST_othr_xxx,10,B2-Education,3,CNST_othr_xxx,10,1.0
CNST_othr_xxx,10,B3-Health,4,CNST_othr_xxx,10,1.0
CNST_othr_xxx,10,B4-Technical Unskilled,5,CNST_othr_xxx,10,1.0
CNST_othr_xxx,10,C1-Sales Clerical Professionals,6,CNST_othr_xxx,10,1.0
CNST_othr_xxx,10,C2-Sales Service,7,CNST_othr_xxx,10,1.0
CNST_othr_xxx,10,C3-Clerical,8,CNST_othr_xxx,10,1.0
CNST_othr_xxx,10,C4-Sales Clerical Unskilled,9,CNST_othr_xxx,10,1.0
CNST_othr_xxx,10,D1-Production Specialists,10,CNST_othr_xxx,10,1.0
CNST_othr_xxx,10,D2-MaintConstRepair Specialists,11,CNST_othr_xxx,10,1.0
CNST_othr_xxx,10,D3-ProtectTrans Specialists,12,CNST_othr_xxx,10,1.0
CNST_othr_xxx,10,D4-Blue Collar Unskilled,13,CNST_othr_xxx,10,1.0
CNST_res_xxx,11,No_Occupation,0,CNST_res_xxx,11,1.0
CNST_res_xxx,11,A1-Mgmt Bus,1,CNST_res_xxx,11,1.0
CNST_res_xxx,11,B1-Prof Specialty,2,CNST_res_xxx,11,1.0
CNST_res_xxx,11,B2-Education,3,CNST_res_xxx,11,1.0
CNST_res_xxx,11,B3-Health,4,CNST_res_xxx,11,1.0
CNST_res_xxx,11,B4-Technical Unskilled,5,CNST_res_xxx,11,1.0
CNST_res_xxx,11,C1-Sales Clerical Professionals,6,CNST_res_xxx,11,1.0
CNST_res_xxx,11,C2-Sales Service,7,CNST_res_xxx,11,1.0
CNST_res_xxx,11,C3-Clerical,8,CNST_res_xxx,11,1.0
CNST_res_xxx,11,C4-Sales Clerical Unskilled,9,CNST_res_xxx,11,1.0
CNST_res_xxx,11,D1-Production Specialists,10,CNST_res_xxx,11,1.0
CNST_res_xxx,11,D2-MaintConstRepair Specialists,11,CNST_res_xxx,11,1.0
CNST_res_xxx,11,D3-ProtectTrans Specialists,12,CNST_res_xxx,11,1.0
CNST_res_xxx,11,D4-Blue Collar Unskilled,13,CNST_res_xxx,11,1.0
CNST_offc_off,12,No_Occupation,0,CNST_offc_off,12,1.0
CNST_offc_off,12,A1-Mgmt Bus,1,CNST_offc_off,12,1.0
CNST_offc_off,12,B1-Prof Specialty,2,CNST_offc_off,12,1.0
CNST_offc_off,12,B2-Education,3,CNST_offc_off,12,1.0
CNST_offc_off,12,B3-Health,4,CNST_offc_off,12,1.0
CNST_offc_off,12,B4-Technical Unskilled,5,CNST_offc_off,12,1.0
CNST_offc_off,12,C1-Sales Clerical Professionals,6,CNST_offc_off,12,1.0
CNST_offc_off,12,C2-Sales Service,7,CNST_offc_off,12,1.0
CNST_offc_off,12,C3-Clerical,8,CNST_offc_off,12,1.0
CNST_offc_off,12,C4-Sales Clerical Unskilled,9,CNST_offc_off,12,1.0
CNST_offc_off,12,D1-Production Specialists,10,CNST_offc_off,12,1.0
CNST_offc_off,12,D2-MaintConstRepair Specialists,11,CNST_offc_off,12,1.0
CNST_offc_off,12,D3-ProtectTrans Specialists,12,CNST_offc_off,12,1.0
CNST_offc_off,12,D4-Blue Collar Unskilled,13,CNST_offc_off,12,1.0
MFG_food_hi,13,No_Occupation,0,MFG_food_hi,13,1.0
MFG_food_hi,13,A1-Mgmt Bus,1,MFG_food_hi,13,1.0
MFG_food_hi,13,B1-Prof Specialty,2,MFG_food_hi,13,1.0
MFG_food_hi,13,B2-Education,3,MFG_food_hi,13,1.0
MFG_food_hi,13,B3-Health,4,MFG_food_hi,13,1.0
MFG_food_hi,13,B4-Technical Unskilled,5,MFG_food_hi,13,1.0
MFG_food_hi,13,C1-Sales Clerical Professionals,6,MFG_food_hi,13,1.0
MFG_food_hi,13,C2-Sales Service,7,MFG_food_hi,13,1.0
MFG_food_hi,13,C3-Clerical,8,MFG_food_hi,13,1.0
MFG_food_hi,13,C4-Sales Clerical Unskilled,9,MFG_food_hi,13,1.0
MFG_food_hi,13,D1-Production Specialists,10,MFG_food_hi,13,1.0
MFG_food_hi,13,D2-MaintConstRepair Specialists,11,MFG_food_hi,13,1.0
MFG_food_hi,13,D3-ProtectTrans Specialists,12,MFG_food_hi,13,1.0
MFG_food_hi,13,D4-Blue Collar Unskilled,13,MFG_food_hi,13,1.0
MFG_food_li,14,No_Occupation,0,MFG_food_li,14,1.0
MFG_food_li,14,A1-Mgmt Bus,1,MFG_food_li,14,1.0
MFG_food_li,14,B1-Prof Specialty,2,MFG_food_li,14,1.0
MFG_food_li,14,B2-Education,3,MFG_food_li,14,1.0
MFG_food_li,14,B3-Health,4,MFG_food_li,14,1.0
MFG_food_li,14,B4-Technical Unskilled,5,MFG_food_li,14,1.0
MFG_food_li,14,C1-Sales Clerical Professionals,6,MFG_food_li,14,1.0
MFG_food_li,14,C2-Sales Service,7,MFG_food_li,14,1.0
MFG_food_li,14,C3-Clerical,8,MFG_food_li,14,1.0
MFG_food_li,14,C4-Sales Clerical Unskilled,9,MFG_food_li,14,1.0
MFG_food_li,14,D1-Production Specialists,10,MFG_food_li,14,1.0
MFG_food_li,14,D2-MaintConstRepair Specialists,11,MFG_food_li,14,1.0
MFG_food_li,14,D3-ProtectTrans Specialists,12,MFG_food_li,14,1.0
MFG_food_li,14,D4-Blue Collar Unskilled,13,MFG_food_li,14,1.0
MFG_htec_hi,15,No_Occupation,0,MFG_htec_hi,15,1.0
MFG_htec_hi,15,A1-Mgmt Bus,1,MFG_htec_hi,15,1.0
MFG_htec_hi,15,B1-Prof Specialty,2,MFG_htec_hi,15,1.0
MFG_htec_hi,15,B2-Education,3,MFG_htec_hi,15,1.0
MFG_htec_hi,15,B3-Health,4,MFG_htec_hi,15,1.0
MFG_htec_hi,15,B4-Technical Unskilled,5,MFG_htec_hi,15,1.0
MFG_htec_hi,15,C1-Sales Clerical Professionals,6,MFG_htec_hi,15,1.0
MFG_htec_hi,15,C2-Sales Service,7,MFG_htec_hi,15,1.0
MFG_htec_hi,15,C3-Clerical,8,MFG_htec_hi,15,1.0
MFG_htec_hi,15,C4-Sales Clerical Unskilled,9,MFG_htec_hi,15,1.0
MFG_htec_hi,15,D1-Production Specialists,10,MFG_htec_hi,15,1.0
MFG_htec_hi,15,D2-MaintConstRepair Specialists,11,MFG_htec_hi,15,1.0
MFG_htec_hi,15,D3-ProtectTrans Specialists,12,MFG_htec_hi,15,1.0
MFG_htec_hi,15,D4-Blue Collar Unskilled,13,MFG_htec_hi,15,1.0
MFG_htec_li,16,No_Occupation,0,MFG_htec_li,16,1.0
MFG_htec_li,16,A1-Mgmt Bus,1,MFG_htec_li,16,1.0
MFG_htec_li,16,B1-Prof Specialty,2,MFG_htec_li,16,1.0
MFG_htec_li,16,B2-Education,3,MFG_htec_li,16,1.0
MFG_htec_li,16,B3-Health,4,MFG_htec_li,16,1.0
MFG_htec_li,16,B4-Technical Unskilled,5,MFG_htec_li,16,1.0
MFG_htec_li,16,C1-Sales Clerical Professionals,6,MFG_htec_li,16,1.0
MFG_htec_li,16,C2-Sales Service,7,MFG_htec_li,16,1.0
MFG_htec_li,16,C3-Clerical,8,MFG_htec_li,16,1.0
MFG_htec_li,16,C4-Sales Clerical Unskilled,9,MFG_htec_li,16,1.0
MFG_htec_li,16,D1-Production Specialists,10,MFG_htec_li,16,1.0
MFG_htec_li,16,D2-MaintConstRepair Specialists,11,MFG_htec_li,16,1.0
MFG_htec_li,16,D3-ProtectTrans Specialists,12,MFG_htec_li,16,1.0
MFG_htec_li,16,D4-Blue Collar Unskilled,13,MFG_htec_li,16,1.0
MFG_hvtw_hi,17,No_Occupation,0,MFG_hvtw_hi,17,1.0
MFG_hvtw_hi,17,A1-Mgmt Bus,1,MFG_hvtw_hi,17,1.0
MFG_hvtw_hi,17,B1-Prof Specialty,2,MFG_hvtw_hi,17,1.0
MFG_hvtw_hi,17,B2-Education,3,MFG_hvtw_hi,17,1.0
MFG_hvtw_hi,17,B3-Health,4,MFG_hvtw_hi,17,1.0
MFG_hvtw_hi,17,B4-Technical Unskilled,5,MFG_hvtw_hi,17,1.0
MFG_hvtw_hi,17,C1-Sales Clerical Professionals,6,MFG_hvtw_hi,17,1.0
MFG_hvtw_hi,17,C2-Sales Service,7,MFG_hvtw_hi,17,1.0
MFG_hvtw_hi,17,C3-Clerical,8,MFG_hvtw_hi,17,1.0
MFG_hvtw_hi,17,C4-Sales Clerical Unskilled,9,MFG_hvtw_hi,17,1.0
MFG_hvtw_hi,17,D1-Production Specialists,10,MFG_hvtw_hi,17,1.0
MFG_hvtw_hi,17,D2-MaintConstRepair Specialists,11,MFG_hvtw_hi,17,1.0
MFG_hvtw_hi,17,D3-ProtectTrans Specialists,12,MFG_hvtw_hi,17,1.0
MFG_hvtw_hi,17,D4-Blue Collar Unskilled,13,MFG_hvtw_hi,17,1.0
MFG_hvtw_li,18,No_Occupation,0,MFG_hvtw_li,18,1.0
MFG_hvtw_li,18,A1-Mgmt Bus,1,MFG_hvtw_li,18,1.0
MFG_hvtw_li,18,B1-Prof Specialty,2,MFG_hvtw_li,18,1.0
MFG_hvtw_li,18,B2-Education,3,MFG_hvtw_li,18,1.0
MFG_hvtw_li,18,B3-Health,4,MFG_hvtw_li,18,1.0
MFG_hvtw_li,18,B4-Technical Unskilled,5,MFG_hvtw_li,18,1.0
MFG_hvtw_li,18,C1-Sales Clerical Professionals,6,MFG_hvtw_li,18,1.0
MFG_hvtw_li,18,C2-Sales Service,7,MFG_hvtw_li,18,1.0
MFG_hvtw_li,18,C3-Clerical,8,MFG_hvtw_li,18,1.0
MFG_hvtw_li,18,C4-Sales Clerical Unskilled,9,MFG_hvtw_li,18,1.0
MFG_hvtw_li,18,D1-Production Specialists,10,MFG_hvtw_li,18,1.0
MFG_hvtw_li,18,D2-MaintConstRepair Specialists,11,MFG_hvtw_li,18,1.0
MFG_hvtw_li,18,D3-ProtectTrans Specialists,12,MFG_hvtw_li,18,1.0
MFG_hvtw_li,18,D4-Blue Collar Unskilled,13,MFG_hvtw_li,18,1.0
MFG_lvtw_hi,19,No_Occupation,0,MFG_lvtw_hi,19,1.0
MFG_lvtw_hi,19,A1-Mgmt Bus,1,MFG_lvtw_hi,19,1.0
MFG_lvtw_hi,19,B1-Prof Specialty,2,MFG_lvtw_hi,19,1.0
MFG_lvtw_hi,19,B2-Education,3,MFG_lvtw_hi,19,1.0
MFG_lvtw_hi,19,B3-Health,4,MFG_lvtw_hi,19,1.0
MFG_lvtw_hi,19,B4-Technical Unskilled,5,MFG_lvtw_hi,19,1.0
MFG_lvtw_hi,19,C1-Sales Clerical Professionals,6,MFG_lvtw_hi,19,1.0
MFG_lvtw_hi,19,C2-Sales Service,7,MFG_lvtw_hi,19,1.0
MFG_lvtw_hi,19,C3-Clerical,8,MFG_lvtw_hi,19,1.0
MFG_lvtw_hi,19,C4-Sales Clerical Unskilled,9,MFG_lvtw_hi,19,1.0
MFG_lvtw_hi,19,D1-Production Specialists,10,MFG_lvtw_hi,19,1.0
MFG_lvtw_hi,19,D2-MaintConstRepair Specialists,11,MFG_lvtw_hi,19,1.0
MFG_lvtw_hi,19,D3-ProtectTrans Specialists,12,MFG_lvtw_hi,19,1.0
MFG_lvtw_hi,19,D4-Blue Collar Unskilled,13,MFG_lvtw_hi,19,1.0
MFG_wdppr_hi,20,No_Occupation,0,MFG_wdppr_hi,20,1.0
MFG_wdppr_hi,20,A1-Mgmt Bus,1,MFG_wdppr_hi,20,1.0
MFG_wdppr_hi,20,B1-Prof Specialty,2,MFG_wdppr_hi,20,1.0
MFG_wdppr_hi,20,B2-Education,3,MFG_wdppr_hi,20,1.0
MFG_wdppr_hi,20,B3-Health,4,MFG_wdppr_hi,20,1.0
MFG_wdppr_hi,20,B4-Technical Unskilled,5,MFG_wdppr_hi,20,1.0
MFG_wdppr_hi,20,C1-Sales Clerical Professionals,6,MFG_wdppr_hi,20,1.0
MFG_wdppr_hi,20,C2-Sales Service,7,MFG_wdppr_hi,20,1.0
MFG_wdppr_hi,20,C3-Clerical,8,MFG_wdppr_hi,20,1.0
MFG_wdppr_hi,20,C4-Sales Clerical Unskilled,9,MFG_wdppr_hi,20,1.0
MFG_wdppr_hi,20,D1-Production Specialists,10,MFG_wdppr_hi,20,1.0
MFG_wdppr_hi,20,D2-MaintConstRepair Specialists,11,MFG_wdppr_hi,20,1.0
MFG_wdppr_hi,20,D3-ProtectTrans Specialists,12,MFG_wdppr_hi,20,1.0
MFG_wdppr_hi,20,D4-Blue Collar Unskilled,13,MFG_wdppr_hi,20,1.0
MFG_offc_off,21,No_Occupation,0,MFG_offc_off,21,1.0
MFG_offc_off,21,A1-Mgmt Bus,1,MFG_offc_off,21,1.0
MFG_offc_off,21,B1-Prof Specialty,2,MFG_offc_off,21,1.0
MFG_offc_off,21,B2-Education,3,MFG_offc_off,21,1.0
MFG_offc_off,21,B3-Health,4,MFG_offc_off,21,1.0
MFG_offc_off,21,B4-Technical Unskilled,5,MFG_offc_off,21,1.0
MFG_offc_off,21,C1-Sales Clerical Professionals,6,MFG_offc_off,21,1.0
MFG_offc_off,21,C2-Sales Service,7,MFG_offc_off,21,1.0
MFG_offc_off,21,C3-Clerical,8,MFG_offc_off,21,1.0
MFG_offc_off,21,C4-Sales Clerical Unskilled,9,MFG_offc_off,21,1.0
MFG_offc_off,21,D1-Production Specialists,10,MFG_offc_off,21,1.0
MFG_offc_off,21,D2-MaintConstRepair Specialists,11,MFG_offc_off,21,1.0
MFG_offc_off,21,D3-ProtectTrans Specialists,12,MFG_offc_off,21,1.0
MFG_offc_off,21,D4-Blue Collar Unskilled,13,MFG_offc_off,21,1.0
WHSL_whsl_ware,22,No_Occupation,0,WHSL_whsl_ware,22,1.0
WHSL_whsl_ware,22,A1-Mgmt Bus,1,WHSL_whsl_ware,22,1.0
WHSL_whsl_ware,22,B1-Prof Specialty,2,WHSL_whsl_ware,22,1.0
WHSL_whsl_ware,22,B2-Education,3,WHSL_whsl_ware,22,1.0
WHSL_whsl_ware,22,B3-Health,4,WHSL_whsl_ware,22,1.0
WHSL_whsl_ware,22,B4-Technical Unskilled,5,WHSL_whsl_ware,22,1.0
WHSL_whsl_ware,22,C1-Sales Clerical Professionals,6,WHSL_whsl_ware,22,1.0
WHSL_whsl_ware,22,C2-Sales Service,7,WHSL_whsl_ware,22,1.0
WHSL_whsl_ware,22,C3-Clerical,8,WHSL_whsl_ware,22,1.0
WHSL_whsl_ware,22,C4-Sales Clerical Unskilled,9,WHSL_whsl_ware,22,1.0
WHSL_whsl_ware,22,D1-Production Specialists,10,WHSL_whsl_ware,22,1.0
WHSL_whsl_ware,22,D2-MaintConstRepair Specialists,11,WHSL_whsl_ware,22,1.0
WHSL_whsl_ware,22,D3-ProtectTrans Specialists,12,WHSL_whsl_ware,22,1.0
WHSL_whsl_ware,22,D4-Blue Collar Unskilled,13,WHSL_whsl_ware,22,1.0
WHSL_offc_off,23,No_Occupation,0,WHSL_offc_off,23,1.0
WHSL_offc_off,23,A1-Mgmt Bus,1,WHSL_offc_off,23,1.0
WHSL_offc_off,23,B1-Prof Specialty,2,WHSL_offc_off,23,1.0
WHSL_offc_off,23,B2-Education,3,WHSL_offc_off,23,1.0
WHSL_offc_off,23,B3-Health,4,WHSL_offc_off,23,1.0
WHSL_offc_off,23,B4-Technical Unskilled,5,WHSL_offc_off,23,1.0
WHSL_offc_off,23,C1-Sales Clerical Professionals,6,WHSL_offc_off,23,1.0
WHSL_offc_off,23,C2-Sales Service,7,WHSL_offc_off,23,1.0
WHSL_offc_off,23,C3-Clerical,8,WHSL_offc_off,23,1.0
WHSL_offc_off,23,C4-Sales Clerical Unskilled,9,WHSL_offc_off,23,1.0
WHSL_offc_off,23,D1-Production Specialists,10,WHSL_offc_off,23,1.0
WHSL_offc_off,23,D2-MaintConstRepair Specialists,11,WHSL_offc_off,23,1.0
WHSL_offc_off,23,D3-ProtectTrans Specialists,12,WHSL_offc_off,23,1.0
